商品名※必須,slug※必須,カテゴリ,サブカテゴリ,サイズ,価格※必須,ステータス,説明,並び順,画像URL,キャッチコピー,フリガナ,都道府県,市区町村,アレルギー（表示義務）,アレルギー（表示推奨）,アレルギー備考,期限種別,期限日数（日）,保管温度帯,JANコード,ケース入数,ケース入数単位,最小ロット,最小ロット単位,サンプル対応,内容量,商品タグ,対応可能数量（最大）,リードタイム,関連URL,サプライヤーID,大カテゴリ,中カテゴリ,小カテゴリ,商品コンセプト,利用シーン・おすすめ,食品表示画像,最大ロット単位,発注ケースサイズ縦 (cm),発注ケースサイズ横 (cm),発注ケースサイズ高さ (cm),発注ケース重量 (kg),国外輸出可否,販売形態,WEBサイト販売,提供可能時期,バイヤーへのメッセージ,販促ツール,関連商品ID,商品動画URL,販売事業者名,サプライヤーメール,インボイス対応,国名,価格種別,販売単位
ピンク華麗 華貴婦人,,加工食品,レトルト・保存食,,1080,draft,鳥取県産の赤ビーツを使用して鮮やかなピンク色に仕上げています。見た目は鮮やかなピンク色をしていますが、味は本格的に仕上げています。　一口お召し上がりいただいた時に見た目と味のギャップに驚かれること間違いありません！友達へのプレゼントや、県内外の方へのお土産としてもインパクトがあるのでお勧めです。温めてからご飯にかけてお召し上がりいただくのはもちろんですが、パンやパスタのソースとしてもご利用いただけます。,21,https://drive.google.com/file/d/1qNIHRNKcKjJrXASHvgyJc2Mjlv9dgWld/view?usp=drive_link;https://drive.google.com/file/d/1oK7XTgmdicdhsH_rH_GRWiEtXchwQ5nC/view?usp=drive_link,見た目は驚きのピンク色。でも味は本格的！ピンク色の秘密は鳥取県産ビーツ。お土産にもおすすめです。,ピンクカレー　ハナキフジン,佐賀県,唐津市,"小麦, 乳","牛肉, ごま, 大豆, 鶏肉, 豚肉, ゼラチン",,賞味期限,540,常温,4.56224E+12,30,個,1,ケース,要相談,200ｇ,,,5営業日,,172d5f7e-15ec-4951-9de9-9d5e138cacfb,加工食品,レトルト・保存食,カレー,鳥取県はカレーの消費量が全国一位のカレー王国です。鳥取発の地域ブランド構築のため、私たちの「想いを形にする」観光と食のプロデュースを通じて、｢食と健康｣の両面から鳥取発信のブランドを創生します。また、鳥取のブランドであるマンガの手法をベースにした女性ターゲットの商品開発で生まれたのが「ピンク華麗」です。「貴婦人になれる町鳥取｣のコンセプト設定など、地域活性化策と顧客ニーズに対応した新サービスの開発を目指しています。,贈り物やお土産におすすめです。パスタやうどん・パンにつけるなどのアレンジが楽しめます。,https://drive.google.com/file/d/1Cjl5mupneEAAWqSX105G3KOKASPQvi8_/view?usp=drive_link,,,,,,相談可,小売・業務用,他社サイト,通年,見た目は鮮やかなピンク色をしていますが、味は本格的に仕上げています。　一口お召し上がりいただいた時に、見た目と味のギャップに驚かれること間違いありません！,,,,ブリリアントアソシエイツ株式会社,info@ba-tottori.com,TRUE,日本,直接入力,
ピンク醤油　華貴婦人　ROSE50,,加工食品,調味料,,1080,draft,誰もが黒だと思っている醤油を色鮮やかなピンク色に仕上げます。女性らしさをテーマにかわいい色にこだわった結果、幸せの色、ピンクの商品開発に成功しました。　ピンク醤油は、いつもの食卓に華を咲かせる調味料です。一見、食べ物とは思えないほど鮮やかなピンク色ですが、食べれば美味しい醤油。その見た目と味のギャップが強烈なインパクトを与えてくれるのです。　　　　　　　　　　　　　　　　お刺身やお寿司、冷奴はもちろんですが、出汁が効いているので薄めてうどんスープ揚げ出し豆腐などにも使えます。オリーブオイルと一緒にサラダやカルパッチョにかけていただくのもお勧めです。　アイディア次第で様々なお料理にご利用いただけます。,22,https://drive.google.com/file/d/1rxi7S9dyi9kfsdbnjXeWZAKGPJs_CPee/view?usp=drive_link;https://drive.google.com/file/d/1zICRvWfhNqGeVcbkUePHltYRZ_g33WoJ/view?usp=drive_link,鳥取県産ビーツ使用,ピンクショウユ　ハナキフジン　ロゼゴジュウ,佐賀県,唐津市,小麦,大豆,,賞味期限,365,常温,4.56224E+12,35,本,35,本,対応可能,50㎖/箱,国産原料/こだわり製法,,５営業日,,172d5f7e-15ec-4951-9de9-9d5e138cacfb,加工食品,調味料,醤油,誰もが黒だと思っている醤油を色鮮やかなピンク色に仕上げました。女性らしさをテーマにかわいい色にこだわった結果、幸せの色、ピンクの商品開発に成功しました。　ピンク醤油はいつもの食卓に華を咲かせる調味料です。一見、食べ物とは思えないほど鮮やかなピンク色ですが、食べれば美味しい醤油。その見た目と味のギャップが強烈なインパクトを与えてくれるのです。,"お刺身やお寿司、冷奴はもちろんですが、出汁が効いているので薄めてうどんスープ揚げ出し豆腐などにも使えます。オリーブオイルと一緒にサラダやカルパッチョにかけていただくのもお勧めです。　アイディア次第で様々なお料理にご利用いただけます。
贈り物やお土産にも最適です。",https://drive.google.com/file/d/1jMUgAfJlPN-mJ_8rOnlrn_2gg5WK2cKJ/view?usp=drive_link,,,,,,相談可,小売・業務用,自社サイト,通年,見た目は鮮やかなピンク色をしていますが、味は本格的に仕上げています。一口お召し上がりいただいた時に、見た目と味のギャップに驚かれること間違いありません！,,,,ブリリアントアソシエイツ株式会社,info@ba-tottori.com,TRUE,日本,直接入力,
ピンクわさび　華貴婦人　18g,,加工食品,調味料,,1080,draft,鳥取県産『ビーツ』を使用したわさびです。かわいいピンク色の粉わさびで、味はまさしくわさびの味です。食卓に華を添え、料理の幅も広がります。　目で楽しみ、味も堪能していただけます。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　お寿司やお刺身はもちろん、サラダやドレッシングに加えてみたり、ピンク醤油と合わせたりとアレンジ次第でお楽しみいただけます。,23,https://drive.google.com/file/d/1m8Xvpl-vIW2ddSNPmQUP1rEsSFXLx_jv/view?usp=drive_link;https://drive.google.com/file/d/1yDItWu3NTDFHaQdcWxckuL4-zkfBapt_/view?usp=drive_link,見た目は鮮やか㋐ピンク色をしていますが、味は本格的に仕上げています。一口お召し上がりいただいた時に、見た目と味のギャップに驚かれること間違いありません。,ピンクワサビ　ハナキフジン　18グラム,東京都,青梅市,,,,賞味期限,730,常温,4.56224E+12,34,個,34,個,対応可能,18ｇ/箱,国産原料/こだわり製法/職人仕上げ,,５営業日,,172d5f7e-15ec-4951-9de9-9d5e138cacfb,加工食品,調味料,わさび,鳥取県産『ビーツ』を使用したわさびです。かわいいピンク色の粉わさびで、味はまさしくわさびの味です。食卓に華を添え、料理の幅も広がります。　目で楽しみ、味も堪能していただけます。,お寿司やお刺身はもちろん、サラダやドレッシングに加えてみたり、ピンク醤油と合わせたりとアレンジ次第でお楽しみいただけます。贈り物に最適です。,https://drive.google.com/file/d/1scuaWE2HNLVm6nTS6QNe-FDIa19EacCA/view?usp=drive_link,,,,,,相談可,,自社サイト,通年,見た目は鮮やか㋐ピンク色をしていますが、味は本格的に仕上げています。一口お召し上がりいただいた時に、見た目と味のギャップに驚かれること間違いありません。,,,,ブリリアントアソシエイツ株式会社,info@ba-tottori.com,TRUE,日本,直接入力,
岩国海軍飛行艇カレー 　マイルド,,加工食品,レトルト・保存食,,477,draft,救難飛行艇「US-２」をパッケージ画像に、また地元食材にこだわり、岩国れんこんを使い、牛肉と豚肉を使ったキーマカレーに仕上げています。,24,,世界で唯一救難飛行艇を有する海上自衛隊岩国航空基地で開発されたご当地キーマカレー,イワクニカイグンヒコウテイカレー　マイルド,山口県,岩国市,"小麦, 乳","牛肉, 大豆, 豚肉, りんご, ゼラチン",,賞味期限,730,常温,4.57137E+12,30,個,"30箱×1ケース
※1箱から発注可能",５個,対応可能,200ｇ,国産原料/職人仕上げ,,３営業日以内,,4c1b8d31-8502-481e-b5fc-7f885fd586bc,加工食品,レトルト・保存食,カレー,"岩国海軍飛行艇カレー商品化までの経緯		
		
2009	春	自衛隊基地内（当時体育館）での「観桜会」において、自衛隊員の皆様が屋台形式で出店し、その中で「れんこんカレー」が振る舞われました。当時の大谷群司令が「日本全国に自衛隊の基地があるが、どこにもご当地カレーがあります。是非これを参考に、岩国でもご当地カレーを誕生させてください」とあいさつの中で述べられました。
		
～2009	末	岩国商工会議所青年部と海上自衛隊岩国航空基地が共に、錦帯橋まつり、錦川水の祭典、岩国祭りなどのイベントで「岩国海軍カレー」として、市民にご当地カレーを提供し、ご当地カレーの浸透を試みる。
		同時に、ご当地カレーの生産販売者を探す。
		しかし、業者がなかなか現れない。
		
2010	１月	当時、青年部の会長であった私が、「このままでは自衛隊の方々に申し訳が立たない」と反省し、自ら生産販売に取り組むことを決断する。
	１月末	自衛隊の管理幕僚から、「鹿児島でご当地カレーを数年前から販売している坪水さん（当時、鹿屋商工会議所会頭）という方がいるから会ってみないか？」とお声かけいただき、広報室長・管理幕僚と共に鹿屋へ視察に行く。
		
	２月	岩国商工会議所へ、青年部会長自ら「誰も手を挙げないなら自分が販売開発する」と公言する。
	想い	・岩国の新しいお土産になれば。
		・弐式大艇の意をくみ、世界で唯一岩国に配備されている「救難飛行艇ＵＳ－２」を市民を初め多くの方に知っていただきたい。
		・やるからには「地域エゴ」と言われようとも、可能な限り地元岩国の業者で。
	2月中	自衛隊の方が「岩国海軍飛行艇カレー」と命名してくれる。
		
	２月末	商工会議所が、「せっかくなら横須賀のようなカレーの街にしてみようじゃないか」という提案で、市民に「岩国海軍飛行艇カレ」を製造販売してみませんか？」と業者を公募。
		
	３月初め	・岩国にレトルトカレーを製造している業者がなく困っていたが、丸兼食品の社長（当時岩国中央ＲＣの大先輩）に、想いを語ったところ「よし、やってみよう」とご決断いただいた。
	２～４月	・自衛隊の方に試作品を試食いただき５度目で初めてＯＫをいただく。
		
	５月	平清・まちづくり岩国・錦メンテナンスの3業者が、各々のパッケージ・味を開発し
		販売を開始。
		□まちづくり岩国は、新明和及び自衛隊の協力でパッケージの写真を決定。
		□錦メンテナンスは、鹿屋航空基地の二式大艇の写真に決定。
		
2012	６月	パッケージをリニューアル＆マイルド・スパイシー・プレミアムの3種類を販売開始。
		・自衛隊の方が撮影した海上から飛び立つ正面からの写真をご提供いただき、パッケージの写真に採用。
		
2022	１月	錦メンテナンス：パッケージのリニューアルを検討。","岩国でしか販売しておりませんので、お土産に
最適です。",,,27,41,19,6,相談可,小売・業務用,他社サイト,通年,レトルトカレーではありますが、具材が多くとにかく美味い。海上自衛隊がここまで協力した商品は他にない。救難飛行艇「US-2」をたくさんの方に知って欲しい。意地で作って意地で販売しています。,,,,株式会社錦メンテナンス,info@nishiki-maintenance.co.jp,TRUE,日本,直接入力,
岩国海軍飛行艇カレー 　スパイシー,,加工食品,レトルト・保存食,,477,draft,岩国の特産品である「岩国れんこん」を使い、牛肉と豚肉の合いびき肉を使ったキーマカレーに仕上げています。,25,,世界唯一、救難飛行艇「US-2」を有する海上自衛隊岩国航空基地で発案されたご当地カレーです。,イワクニカイグンヒコウテイカレー　スパイシー,山口県,岩国市,乳,"牛肉, 大豆, 豚肉, りんご, ゼラチン",,賞味期限,730,常温,4.57137E+12,30,個,"30箱×1ケース
※1箱から発注可能",１０個,対応可能,200ｇ,ギフト対応/まとめ買い対応,,３営業日,,4c1b8d31-8502-481e-b5fc-7f885fd586bc,加工食品,レトルト・保存食,カレー,"岩国海軍飛行艇カレー商品化までの経緯		
		
2009	春	自衛隊基地内（当時体育館）での「観桜会」において、自衛隊員の皆様が屋台形式で出店し、その中で「れんこんカレー」が振る舞われました。当時の大谷群司令が「日本全国に自衛隊の基地があるが、どこにもご当地カレーがあります。是非これを参考に、岩国でもご当地カレーを誕生させてください」とあいさつの中で述べられました。
		
～2009	末	岩国商工会議所青年部と海上自衛隊岩国航空基地が共に、錦帯橋まつり、錦川水の祭典、岩国祭りなどのイベントで「岩国海軍カレー」として、市民にご当地カレーを提供し、ご当地カレーの浸透を試みる。
		同時に、ご当地カレーの生産販売者を探す。
		しかし、業者がなかなか現れない。
		
2010	１月	当時、青年部の会長であった私が、「このままでは自衛隊の方々に申し訳が立たない」と反省し、自ら生産販売に取り組むことを決断する。
	１月末	自衛隊の管理幕僚から、「鹿児島でご当地カレーを数年前から販売している坪水さん（当時、鹿屋商工会議所会頭）という方がいるから会ってみないか？」とお声かけいただき、広報室長・管理幕僚と共に鹿屋へ視察に行く。
		
	２月	岩国商工会議所へ、青年部会長自ら「誰も手を挙げないなら自分が販売開発する」と公言する。
	想い	・岩国の新しいお土産になれば。
		・弐式大艇の意をくみ、世界で唯一岩国に配備されている「救難飛行艇ＵＳ－２」を市民を初め多くの方に知っていただきたい。
		・やるからには「地域エゴ」と言われようとも、可能な限り地元岩国の業者で。
	2月中	自衛隊の方が「岩国海軍飛行艇カレー」と命名してくれる。
		
	２月末	商工会議所が、「せっかくなら横須賀のようなカレーの街にしてみようじゃないか」という提案で、市民に「岩国海軍飛行艇カレ」を製造販売してみませんか？」と業者を公募。
		
	３月初め	・岩国にレトルトカレーを製造している業者がなく困っていたが、丸兼食品の社長（当時岩国中央ＲＣの大先輩）に、想いを語ったところ「よし、やってみよう」とご決断いただいた。
	２～４月	・自衛隊の方に試作品を試食いただき５度目で初めてＯＫをいただく。
		
	５月	平清・まちづくり岩国・錦メンテナンスの3業者が、各々のパッケージ・味を開発し
		販売を開始。
		□まちづくり岩国は、新明和及び自衛隊の協力でパッケージの写真を決定。
		□錦メンテナンスは、鹿屋航空基地の二式大艇の写真に決定。
		
2012	６月	パッケージをリニューアル＆マイルド・スパイシー・プレミアムの3種類を販売開始。
		・自衛隊の方が撮影した海上から飛び立つ正面からの写真をご提供いただき、パッケージの写真に採用。
		
2022	１月	錦メンテナンス：パッケージのリニューアルを検討。",岩国でしか販売しておりませんので、お土産に最適です。,,,27,40,19,6,相談可,小売・業務用,他社サイト,通年,異常なほどの地元へのこだわり、パッケージ・製造・材料。レトルトカレーを作る会社が地元になかったが、説得した。,,,,株式会社錦メンテナンス,info@nishiki-maintenance.co.jp,TRUE,日本,直接入力,
岩国海軍飛行艇カレー 　プレミアム,,加工食品,レトルト・保存食,,556,draft,岩国の特産品である「岩国れんこん」を使い「ひき肉」を通常よりも１．５倍使用しています。「山口県産牛乳」を使用し濃厚な味わいとまろやかさがアップしたプレミアムなキーマカレーに仕上げています。,26,,世界唯一「救難飛行艇US-2」を有する海上自衛隊岩国航空基地で発案されたご当地カレーです。,イワクニカイグンヒコウテイカレー　プレミアム,山口県,岩国市,"小麦, 乳","牛肉, 豚肉, ゼラチン",,賞味期限,730,常温,4.57137E+12,30,個,"30箱×1ケース
※1箱から発注可能",１ケース,対応可能,200ｇ,数量限定,,３営業日,,4c1b8d31-8502-481e-b5fc-7f885fd586bc,加工食品,レトルト・保存食,カレー,"岩国海軍飛行艇カレー商品化までの経緯		
		
2009	春	自衛隊基地内（当時体育館）での「観桜会」において、自衛隊員の皆様が屋台形式で出店し、その中で「れんこんカレー」が振る舞われました。当時の大谷群司令が「日本全国に自衛隊の基地があるが、どこにもご当地カレーがあります。是非これを参考に、岩国でもご当地カレーを誕生させてください」とあいさつの中で述べられました。
		
～2009	末	岩国商工会議所青年部と海上自衛隊岩国航空基地が共に、錦帯橋まつり、錦川水の祭典、岩国祭りなどのイベントで「岩国海軍カレー」として、市民にご当地カレーを提供し、ご当地カレーの浸透を試みる。
		同時に、ご当地カレーの生産販売者を探す。
		しかし、業者がなかなか現れない。
		
2010	１月	当時、青年部の会長であった私が、「このままでは自衛隊の方々に申し訳が立たない」と反省し、自ら生産販売に取り組むことを決断する。
	１月末	自衛隊の管理幕僚から、「鹿児島でご当地カレーを数年前から販売している坪水さん（当時、鹿屋商工会議所会頭）という方がいるから会ってみないか？」とお声かけいただき、広報室長・管理幕僚と共に鹿屋へ視察に行く。
		
	２月	岩国商工会議所へ、青年部会長自ら「誰も手を挙げないなら自分が販売開発する」と公言する。
	想い	・岩国の新しいお土産になれば。
		・弐式大艇の意をくみ、世界で唯一岩国に配備されている「救難飛行艇ＵＳ－２」を市民を初め多くの方に知っていただきたい。
		・やるからには「地域エゴ」と言われようとも、可能な限り地元岩国の業者で。
	2月中	自衛隊の方が「岩国海軍飛行艇カレー」と命名してくれる。
		
	２月末	商工会議所が、「せっかくなら横須賀のようなカレーの街にしてみようじゃないか」という提案で、市民に「岩国海軍飛行艇カレ」を製造販売してみませんか？」と業者を公募。
		
	３月初め	・岩国にレトルトカレーを製造している業者がなく困っていたが、丸兼食品の社長（当時岩国中央ＲＣの大先輩）に、想いを語ったところ「よし、やってみよう」とご決断いただいた。
	２～４月	・自衛隊の方に試作品を試食いただき５度目で初めてＯＫをいただく。
		
	５月	平清・まちづくり岩国・錦メンテナンスの3業者が、各々のパッケージ・味を開発し
		販売を開始。
		□まちづくり岩国は、新明和及び自衛隊の協力でパッケージの写真を決定。
		□錦メンテナンスは、鹿屋航空基地の二式大艇の写真に決定。
		
2012	６月	パッケージをリニューアル＆マイルド・スパイシー・プレミアムの3種類を販売開始。
		・自衛隊の方が撮影した海上から飛び立つ正面からの写真をご提供いただき、パッケージの写真に採用。
		
2022	１月	錦メンテナンス：パッケージのリニューアルを検討。",岩国でしか購入できません。お土産に最適です。,,,27,40,19,2,相談可,小売・業務用,他社サイト,通年,とにかく、地元にこだわったもので、材料の確保に苦労していますが、地域共同体が日本人を支え、国家の礎になると信じ、己の宿命を全うし劇的に生きています。,,,,株式会社錦メンテナンス,info@nishiki-maintenance.co.jp,TRUE,日本,直接入力,
岩国海軍飛行艇カレー 3個セット,,加工食品,レトルト・保存食,,1510,draft,世界で唯一、救難飛行艇「US-2」を有する海上自衛隊岩国航空基地で発案されたご当地カレーです。,27,https://drive.google.com/file/d/1ep89WlSwRynW8i6FmUPptTtGPJKBYiBx/view?usp=drive_link;https://drive.google.com/file/d/1NGbG9G41METBWKr5n_dU8jNU-F4L2qAz/view?usp=drive_link;https://drive.google.com/file/d/1KzvA2yXxgZviQZ5PT4A6khfttZMRgF8b/view?usp=drive_link,岩国海軍飛行艇カレーの３個セット、価格帯・内容の充実など、お土産等に最適です。,イワクニカイグンヒコウテイカレー３コセット,山口県,岩国市,乳,"牛肉, 豚肉, りんご, ゼラチン",,賞味期限,730,常温,4.57137E+12,6,個,1,セット,対応可能,200ｇｘ６個,,,３営業日,,4c1b8d31-8502-481e-b5fc-7f885fd586bc,加工食品,レトルト・保存食,カレー,"岩国海軍飛行艇カレー商品化までの経緯		
		
2009	春	自衛隊基地内（当時体育館）での「観桜会」において、自衛隊員の皆様が屋台形式で出店し、その中で「れんこんカレー」が振る舞われました。当時の大谷群司令が「日本全国に自衛隊の基地があるが、どこにもご当地カレーがあります。是非これを参考に、岩国でもご当地カレーを誕生させてください」とあいさつの中で述べられました。
		
～2009	末	岩国商工会議所青年部と海上自衛隊岩国航空基地が共に、錦帯橋まつり、錦川水の祭典、岩国祭りなどのイベントで「岩国海軍カレー」として、市民にご当地カレーを提供し、ご当地カレーの浸透を試みる。
		同時に、ご当地カレーの生産販売者を探す。
		しかし、業者がなかなか現れない。
		
2010	１月	当時、青年部の会長であった私が、「このままでは自衛隊の方々に申し訳が立たない」と反省し、自ら生産販売に取り組むことを決断する。
	１月末	自衛隊の管理幕僚から、「鹿児島でご当地カレーを数年前から販売している坪水さん（当時、鹿屋商工会議所会頭）という方がいるから会ってみないか？」とお声かけいただき、広報室長・管理幕僚と共に鹿屋へ視察に行く。
		
	２月	岩国商工会議所へ、青年部会長自ら「誰も手を挙げないなら自分が販売開発する」と公言する。
	想い	・岩国の新しいお土産になれば。
		・弐式大艇の意をくみ、世界で唯一岩国に配備されている「救難飛行艇ＵＳ－２」を市民を初め多くの方に知っていただきたい。
		・やるからには「地域エゴ」と言われようとも、可能な限り地元岩国の業者で。
	2月中	自衛隊の方が「岩国海軍飛行艇カレー」と命名してくれる。
		
	２月末	商工会議所が、「せっかくなら横須賀のようなカレーの街にしてみようじゃないか」という提案で、市民に「岩国海軍飛行艇カレ」を製造販売してみませんか？」と業者を公募。
		
	３月初め	・岩国にレトルトカレーを製造している業者がなく困っていたが、丸兼食品の社長（当時岩国中央ＲＣの大先輩）に、想いを語ったところ「よし、やってみよう」とご決断いただいた。
	２～４月	・自衛隊の方に試作品を試食いただき５度目で初めてＯＫをいただく。
		
	５月	平清・まちづくり岩国・錦メンテナンスの3業者が、各々のパッケージ・味を開発し
		販売を開始。
		□まちづくり岩国は、新明和及び自衛隊の協力でパッケージの写真を決定。
		□錦メンテナンスは、鹿屋航空基地の二式大艇の写真に決定。
		
2012	６月	パッケージをリニューアル＆マイルド・スパイシー・プレミアムの3種類を販売開始。
		・自衛隊の方が撮影した海上から飛び立つ正面からの写真をご提供いただき、パッケージの写真に採用。
		
2022	１月	錦メンテナンス：パッケージのリニューアルを検討。",ギフトに最適,https://drive.google.com/file/d/1nYrjc2MDO2xEWHx6uvWXHKU7Ouc7iZ9o/view?usp=drive_link,,18.5,27,7.5,1.2,相談可,小売・業務用,他社サイト,通年,3個セットにすることによって、お土産としての価値を高めました。,,,,株式会社錦メンテナンス,info@nishiki-maintenance.co.jp,TRUE,日本,直接入力,
岩国海軍飛行艇カレー　6個セット,,加工食品,レトルト・保存食,,3020,draft,岩国の特産品である「岩国れんこん」を使い。牛肉と豚肉の合い挽き肉を使ったキーマカレーに仕上げています。,28,,世界で唯一、救難飛行艇「US-2」を有する海上自衛隊岩国航空基地で発案されたご当地カレーです。,イワクニカイグンヒコウテイカレー６コセット,山口県,岩国市,乳,"牛肉, 豚肉, りんご, ゼラチン",,賞味期限,730,常温,4.57137E+12,6,個,1,セット,対応可能,200ｇｘ６個＝1.2ｋｇ,国産原料/ギフト対応/まとめ買い対応,,３営業日,,4c1b8d31-8502-481e-b5fc-7f885fd586bc,加工食品,レトルト・保存食,カレー,"岩国海軍飛行艇カレー商品化までの経緯		
		
2009	春	自衛隊基地内（当時体育館）での「観桜会」において、自衛隊員の皆様が屋台形式で出店し、その中で「れんこんカレー」が振る舞われました。当時の大谷群司令が「日本全国に自衛隊の基地があるが、どこにもご当地カレーがあります。是非これを参考に、岩国でもご当地カレーを誕生させてください」とあいさつの中で述べられました。
		
～2009	末	岩国商工会議所青年部と海上自衛隊岩国航空基地が共に、錦帯橋まつり、錦川水の祭典、岩国祭りなどのイベントで「岩国海軍カレー」として、市民にご当地カレーを提供し、ご当地カレーの浸透を試みる。
		同時に、ご当地カレーの生産販売者を探す。
		しかし、業者がなかなか現れない。
		
2010	１月	当時、青年部の会長であった私が、「このままでは自衛隊の方々に申し訳が立たない」と反省し、自ら生産販売に取り組むことを決断する。
	１月末	自衛隊の管理幕僚から、「鹿児島でご当地カレーを数年前から販売している坪水さん（当時、鹿屋商工会議所会頭）という方がいるから会ってみないか？」とお声かけいただき、広報室長・管理幕僚と共に鹿屋へ視察に行く。
		
	２月	岩国商工会議所へ、青年部会長自ら「誰も手を挙げないなら自分が販売開発する」と公言する。
	想い	・岩国の新しいお土産になれば。
		・弐式大艇の意をくみ、世界で唯一岩国に配備されている「救難飛行艇ＵＳ－２」を市民を初め多くの方に知っていただきたい。
		・やるからには「地域エゴ」と言われようとも、可能な限り地元岩国の業者で。
	2月中	自衛隊の方が「岩国海軍飛行艇カレー」と命名してくれる。
		
	２月末	商工会議所が、「せっかくなら横須賀のようなカレーの街にしてみようじゃないか」という提案で、市民に「岩国海軍飛行艇カレ」を製造販売してみませんか？」と業者を公募。
		
	３月初め	・岩国にレトルトカレーを製造している業者がなく困っていたが、丸兼食品の社長（当時岩国中央ＲＣの大先輩）に、想いを語ったところ「よし、やってみよう」とご決断いただいた。
	２～４月	・自衛隊の方に試作品を試食いただき５度目で初めてＯＫをいただく。
		
	５月	平清・まちづくり岩国・錦メンテナンスの3業者が、各々のパッケージ・味を開発し
		販売を開始。
		□まちづくり岩国は、新明和及び自衛隊の協力でパッケージの写真を決定。
		□錦メンテナンスは、鹿屋航空基地の二式大艇の写真に決定。
		
2012	６月	パッケージをリニューアル＆マイルド・スパイシー・プレミアムの3種類を販売開始。
		・自衛隊の方が撮影した海上から飛び立つ正面からの写真をご提供いただき、パッケージの写真に採用。
		
2022	１月	錦メンテナンス：パッケージのリニューアルを検討。",手ごろなお値段でギフトに最適です。,,,18.5,27,7.5,1.2,相談可,小売・業務用,他社サイト,通年,岩国商工会議所青年部と海上自衛隊岩国航空基地の全面協力で開発されたご当地カレーです。熱い想いは他レトルトカレーに負けません。進物店にも取り扱っていただいています。,,,,株式会社錦メンテナンス,info@nishiki-maintenance.co.jp,TRUE,日本,直接入力,
牡蠣カレー,,加工食品,レトルト・保存食,,718,draft,"広島湾でも肉質の締まった味の濃い風味豊かな漁場の牡蠣を使用し、最も身入りの良くなる時期のもので仕上げました。
広島県漁連ならではの味にこだわり、牡蠣の旨味を十分に引き出したなめらかでスパイシーなレトルトカレーです。",29,https://drive.google.com/file/d/1SnV2c-h_L_ddOXwJuOGnqwPTcD3CXUR3/view?usp=drive_link,牡蠣の旨味を十分に引き出したなめらかでスパイシーなレトルトカレーです。,カキカレー,山口県,岩国市,"小麦, 卵","牛肉, 大豆, 鶏肉, 豚肉, りんご, ゼラチン",,賞味期限,730,常温,4.96655E+12,30,個,1,ケース,要相談,200g,着色料不使用/保存料不使用/国産原料/ギフト対応/まとめ買い対応,,2営業日,,031d73dc-fc99-46cf-a199-ea598bb3d361,加工食品,レトルト・保存食,カレー,,,https://drive.google.com/file/d/1K3LfO4lpSlUNlVfI5EuU5I5k1geS1rij/view?usp=drive_link,,27,40,19,7.4,,小売用,,通年,,,,,広島県漁業協同組合連合会,chokuhan@hs-gyoren.jp,TRUE,日本,直接入力,
玉ねぎと鶏もも肉の黒カレー,,加工食品,レトルト・保存食,,600,draft,"ＪＡきたみらいの玉ねぎとデミグラスソースを合わせた濃厚な黒カレーです。
　じっくり炒めた『玉ねぎ』のコクと旨味が濃厚なルウに溶け込み、柔らかく煮込んだプリプリの鶏もも肉がゴロゴロ入って食べごたえのあるスパイシーなカレーに仕上げました。",30,,北海道JAきたみらい産の「玉ねぎ」,タマネギトトリモモニクノクロカレー,北海道,北見市,"小麦, 乳","牛肉, ごま, 大豆, 鶏肉, 豚肉, りんご",,賞味期限,730,常温,4.5604E+12,30,箱,2,ケース,要相談,180g,着色料不使用/保存料不使用/国産原料/ギフト対応/まとめ買い対応,,2〜5営業日,,5cc285ee-f886-40a8-897c-f1526a6f5dc8,加工食品,レトルト・保存食,レトルトカレー,じっくり炒めることで甘味・旨味の増した「玉ねぎ」と、デミグラスソースが濃厚なルウに溶け込んだスパイシーな黒カレーです。柔らかく煮込んだ鶏もも肉がゴロゴロ入って食べごたえがあります。,,,,27.5,40,19.5,7.5,相談可,小売用,他社サイト,通年,"生産量日本一を誇るJAきたみらい産「玉ねぎ」をたっぷり使用しております。
他の2つのレトルトカレーと合わせ、棚に並べていただければと思います。
ギフト箱のご用意もございますので、ギフトセットでの販売も可能です。",,,,きたみらい農業協同組合,takuro.yaegashi@kitamirai.ja-hokkaido.gr.jp,TRUE,日本,直接入力,
