商品名※必須,slug※必須,カテゴリ,サブカテゴリ,サイズ,価格※必須,ステータス,説明,並び順,画像URL,キャッチコピー,フリガナ,都道府県,市区町村,アレルギー（表示義務）,アレルギー（表示推奨）,アレルギー備考,期限種別,期限日数（日）,保管温度帯,JANコード,ケース入数,ケース入数単位,最小ロット,最小ロット単位,サンプル対応,内容量,商品タグ,対応可能数量（最大）,リードタイム,関連URL,サプライヤーID,大カテゴリ,中カテゴリ,小カテゴリ,商品コンセプト,利用シーン・おすすめ,食品表示画像,最大ロット単位,発注ケースサイズ縦 (cm),発注ケースサイズ横 (cm),発注ケースサイズ高さ (cm),発注ケース重量 (kg),国外輸出可否,販売形態,WEBサイト販売,提供可能時期,バイヤーへのメッセージ,販促ツール,関連商品ID,商品動画URL,販売事業者名,サプライヤーメール,インボイス対応,国名,価格種別,販売単位
炊き込みご飯の素（舞茸）,,加工食品,調味料,,,published,"大自然の中で、大切に育てられたきのこを使用し、昔なつかしい手作りの味に仕上げました。具だくさんのうれしさ、上質な香りと手作りの味がお楽しみいただける自信の逸品です。本物の味覚をご家庭でお気軽にお楽しみください。
全て国産原料を使用しております。
合成保存料・合成着色料・合成甘味料は使用しておりません。

 

【お召し上がり方】
普通のご飯を炊くのと同じです。
1.お米2合(約300g)に通常の水加減で本品1袋を入れ、軽く混ぜ、炊いてください。
2.炊き上がったら、良く混ぜ合わせ充分に蒸らしお召し上がりください。
※お好みにより、油あげ等を加えて炊いても、美味しくお召し上がりいただけます。",,https://drive.google.com/file/d/1MCZSeqt28zbMF8O1cA1OaE9RtM6TeS6X/view?usp=drive_link;https://drive.google.com/file/d/1wu3DNV34lsdNCESE6VVkazSP8hy-LzLy/view?usp=drive_link;https://drive.google.com/file/d/1maCT0VizIbh4HwrgOBk6dtpYp4NfZ8VN/view?usp=drive_link;https://drive.google.com/file/d/1wq4KoXwnqA0aSS9MTdN__XJ8td_IYK7a/view?usp=drive_link,具だくさんのうれしさ、上質な香りと手作りの味がお楽しみいただける自信の逸品です。本物の味覚をご家庭でお気軽にお楽しみください。,タキコミゴハンノモト（マイタケ）,静岡県,浜松市,小麦,大豆,,賞味期限,365,常温,4.97685E+12,30,袋,30,袋,要相談,170g,,3,5営業日,,8723136b-b6c7-46c9-b7b8-6be00726f6fb,加工食品,調味料,炊き込みご飯の素,,,,ケース,,,,,相談可,小売用,自社サイト,,,,,,北遠椎茸株式会社,h-shiitake@mail.wbs.ne.jp,TRUE,日本,オープン,
炊き込みご飯の素（椎茸）,,加工食品,調味料,,,published,"大自然の中で、大切に育てられたきのこを使用し、昔なつかしい手作りの味に仕上げました。具だくさんのうれしさ、上質な香りと手作りの味がお楽しみいただける自信の逸品です。本物の味覚をご家庭でお気軽にお楽しみください。
全て国産原料を使用しております。
合成保存料・合成着色料・合成甘味料は使用しておりません。

【お召し上がり方】
普通のご飯を炊くのと同じです。
1.お米3合(約450g)に通常の水加減で本品1袋を入れ、軽く混ぜ、炊いてください。
2.炊き上がったら、良く混ぜ合わせ充分に蒸らしお召し上がりください。
※お好みにより、油あげ等を加えて炊いても、美味しくお召し上がりいただけます。",,https://drive.google.com/file/d/1h4IkwKGnxcCba-O7hx-ym_8oVtoaX4E1/view?usp=drive_link;https://drive.google.com/file/d/1esUSZ-TGZQPd3y8MC4dbjHZxpZXaZ8QD/view?usp=drive_link;https://drive.google.com/file/d/108W8ZSDjOPcwfNnwS_sdfoQweGBn7MoF/view?usp=drive_link;https://drive.google.com/file/d/1e8dPSqQGim6V_tfLQb2J8kgQvmPd6sPv/view?usp=drive_link,具だくさんのうれしさ、上質な香りと手作りの味がお楽しみいただける自信の逸品です。,タキコミゴハンノモト（シイタケ）,静岡県,浜松市,小麦,大豆,,賞味期限,365,常温,4.97685E+12,30,袋,30,袋,要相談,160g,,3,5営業日,,8723136b-b6c7-46c9-b7b8-6be00726f6fb,加工食品,調味料,炊き込みご飯の素,,,https://drive.google.com/file/d/1eCiH6k_J1g_mitGmKtwtkeIVtM58lnt5/view?usp=drive_link,ケース,,,,,相談可,小売用,自社サイト,,,,,,北遠椎茸株式会社,h-shiitake@mail.wbs.ne.jp,TRUE,日本,オープン,
ベルカレー研究所 大阪風~甘辛味~,,加工食品,レトルト・保存食,,536,published,最初は甘く後で辛さがぐっとくる関西人好みの欧風ビーフカレーです。独特な味わいが癖になります。,,,関西人の好きな甘辛カレー,ベルカレーケンキュウジョオオサカフウアマカラアジ,大阪府,大阪市,"小麦, 乳","牛肉, 大豆, 鶏肉, 豚肉, りんご",,賞味期限,730,常温,4.97774E+12,30,袋,1,ケース,対応可能,180g,,,2営業日,,91803093-5862-4f62-aad2-df0816110714,加工食品,レトルト・保存食,カレー,,,,,,,,,不可,小売用,自社サイト,,大阪もん商材などを扱う棚やコーナーに使いやすい商材となります。,,,,ベル食品工業,tnakayama.039@bellsyokuhin.co.jp,TRUE,日本,直接入力,
炊き込みご飯の素（しめじ）,,加工食品,調味料,,,published,"大自然の中で、大切に育てられたきのこを使用し、昔なつかしい手作りの味に仕上げました。具だくさんのうれしさ、上質な香りと手作りの味がお楽しみいただける自信の逸品です。本物の味覚をご家庭でお気軽にお楽しみください。
全て国産原料を使用しております。
合成保存料・合成着色料・合成甘味料は使用しておりません。

【お召し上がり方】
普通のご飯を炊くのと同じです。
1.お米3合(約450g)に通常の水加減で本品1袋を入れ、軽く混ぜ、炊いてください。
2.炊き上がったら、良く混ぜ合わせ充分に蒸らしお召し上がりください。
※お好みにより、油あげ等を加えて炊いても、美味しくお召し上がりいただけます。",,https://drive.google.com/file/d/1vULrVE9DmIOLHj9IvbZmLKw5vYxbBTOC/view?usp=drive_link;https://drive.google.com/file/d/1AV2sgB8r8eEVHjxtSF5rztPBvn5i6we0/view?usp=drive_link;https://drive.google.com/file/d/10xA8FGUACCvkBKHb9j6QBMGG4udXwNgp/view?usp=drive_link;https://drive.google.com/file/d/1XIqhxh7JNJyrA0l9cTHmJncOab_psckZ/view?usp=drive_link,具だくさんのうれしさ、上質な香りと手作りの味がお楽しみいただける自信の逸品です。本物の味覚をご家庭でお気軽にお楽しみください。,タキコミゴハンノモト（シメジ）,静岡県,浜松市,小麦,大豆,,賞味期限,365,常温,4.97685E+12,30,袋,30,袋,要相談,170g,,3,5営業日,,8723136b-b6c7-46c9-b7b8-6be00726f6fb,加工食品,調味料,炊き込みご飯の素,,,https://drive.google.com/file/d/1fyso4zbmMY5qEGz520TrnnYN20lT_6VM/view?usp=drive_link,ケース,,,,,相談可,小売用,自社サイト,,,,,,北遠椎茸株式会社,h-shiitake@mail.wbs.ne.jp,TRUE,日本,オープン,
炊き込みご飯の素（とりきのこ）,,加工食品,調味料,,,published,"大自然の中で、大切に育てられたきのこを使用し、昔なつかしい手作りの味に仕上げました。具だくさんのうれしさ、上質な香りと手作りの味がお楽しみいただける自信の逸品です。本物の味覚をご家庭でお気軽にお楽しみください。
全て国産原料を使用しております。
合成保存料・合成着色料・合成甘味料は使用しておりません。

【お召し上がり方】
普通のご飯を炊くのと同じです。
1.お米3合(約450g)に通常の水加減で本品1袋を入れ、軽く混ぜ、炊いてください。
2.炊き上がったら、良く混ぜ合わせ充分に蒸らしお召し上がりください。
※お好みにより、油あげ等を加えて炊いても、美味しくお召し上がりいただけます。",,https://drive.google.com/file/d/1rldpFVM2LqDYzshF4sMyvEwZn4skl8RR/view?usp=drive_link;https://drive.google.com/file/d/10nNS59us3X6CeUjsZ9lWWLrdprWRt28j/view?usp=drive_link;https://drive.google.com/file/d/14UjbG4-hVhKnAqIrzLjQkK0lq6kdt1gz/view?usp=drive_link;https://drive.google.com/file/d/15Z8asBdgAraXDFSt13D5Qbegv0xE0lK7/view?usp=drive_link,具だくさんのうれしさ、上質な香りと手作りの味がお楽しみいただける自信の逸品です。本物の味覚をご家庭でお気軽にお楽しみください。,タキコミゴハンノモト（トリキノコ）,静岡県,浜松市,小麦,"大豆, 鶏肉",,賞味期限,365,常温,4.97685E+12,30,袋,30,袋,要相談,170g,,3,5営業日,,8723136b-b6c7-46c9-b7b8-6be00726f6fb,加工食品,調味料,炊き込みご飯の素,,,https://drive.google.com/file/d/1IMxHwZUCJgR_1WOqbBszy9UqoXWq1ZjX/view?usp=drive_link,ケース,,,,,相談可,小売用,自社サイト,,,,,,北遠椎茸株式会社,h-shiitake@mail.wbs.ne.jp,TRUE,日本,オープン,
炊き込みご飯の素（舞茸五目）,,加工食品,調味料,,,published,"大自然の中で、大切に育てられたきのこを使用し、昔なつかしい手作りの味に仕上げました。具だくさんのうれしさ、上質な香りと手作りの味がお楽しみいただける自信の逸品です。本物の味覚をご家庭でお気軽にお楽しみください。
全て国産原料を使用しております。
合成保存料・合成着色料・合成甘味料は使用しておりません。

【お召し上がり方】
普通のご飯を炊くのと同じです。
1.お米3合(約450g)に通常の水加減で本品1袋を入れ、軽く混ぜ、炊いてください。
2.炊き上がったら、良く混ぜ合わせ充分に蒸らしお召し上がりください。
※お好みにより、油あげ等を加えて炊いても、美味しくお召し上がりいただけます。",,https://drive.google.com/file/d/109ZWeufPgbdZzLqDOnS-OdAmnH_ukzoX/view?usp=drive_link;https://drive.google.com/file/d/1A2xra-KAQyo-tvHVRLOHZOV1XA6PCRXO/view?usp=drive_link;https://drive.google.com/file/d/1dJX8c2cOpK1IjJI4RBnd0_IIi_jG0b95/view?usp=drive_link;https://drive.google.com/file/d/1oD-Fifm24rg6LSzpX9apk8fLxEdWdrAf/view?usp=drive_link,具だくさんのうれしさ、上質な香りと手作りの味がお楽しみいただける自信の逸品です。本物の味覚をご家庭でお気軽にお楽しみください。,タキコミゴハンノモト（マイタケゴモク）,静岡県,浜松市,小麦,"大豆, 鶏肉",,賞味期限,365,常温,4.97685E+12,30,袋,30,袋,要相談,170g,,3,5営業日,,8723136b-b6c7-46c9-b7b8-6be00726f6fb,加工食品,調味料,炊き込みご飯の素,,,https://drive.google.com/file/d/154LhFwMp_lTl6-yz-5_WLsICP4AGB5Gx/view?usp=drive_link,ケース,,,,,相談可,小売用,自社サイト,,,,,,北遠椎茸株式会社,h-shiitake@mail.wbs.ne.jp,TRUE,日本,オープン,
炊き込みご飯の素（舞茸）２合炊,,加工食品,調味料,,,published,"大自然の中で、大切に育てられたきのこを使用し、昔なつかしい手作りの味に仕上げました。具だくさんのうれしさ、上質な香りと手作りの味がお楽しみいただける自信の逸品です。本物の味覚をご家庭でお気軽にお楽しみください。
全て国産原料を使用しております。
合成保存料・合成着色料・合成甘味料は使用しておりません。

【お召し上がり方】
普通のご飯を炊くのと同じです。
1.お米2合(約300g)に通常の水加減で本品1袋を入れ、軽く混ぜ、炊いてください。
2.炊き上がったら、良く混ぜ合わせ充分に蒸らしお召し上がりください。
※お好みにより、油あげ等を加えて炊いても、美味しくお召し上がりいただけます。",,https://drive.google.com/file/d/1tcHdf49awdo2dtMN6Ud9ZoREu2by7WZZ/view?usp=drive_link;https://drive.google.com/file/d/1xgftncRxFJgZ_gQbwkf2Qh4sn5OaMKmJ/view?usp=drive_link;https://drive.google.com/file/d/1p6mOByqOUdjswmHGetqOGxU6GI_R39bc/view?usp=drive_link,具だくさんのうれしさ、上質な香りと手作りの味がお楽しみいただける自信の逸品です。本物の味覚をご家庭でお気軽にお楽しみください。,タキコミゴハンノモト（マイタケ）ニゴウダキ,静岡県,浜松市,"小麦, 乳",大豆,,賞味期限,365,常温,4.97685E+12,30,袋,30,袋,要相談,110g,,3,5営業日,,8723136b-b6c7-46c9-b7b8-6be00726f6fb,加工食品,調味料,炊き込みご飯の素,,,https://drive.google.com/file/d/1qeRhBP_c3a3F2Acqu_fQEX6Hpn7a3c_C/view?usp=drive_link,ケース,,,,,相談可,小売用,自社サイト,,,,,,北遠椎茸株式会社,h-shiitake@mail.wbs.ne.jp,TRUE,日本,オープン,
岡山 和牛カレー,岡山-和牛カレー-1,加工食品,レトルト・保存食,,899,published,黒毛和牛伝承の地、奥備中新見地域。この地の和牛牧場で育った誉れ高い”千屋牛”の、良質牛肉と地元地域名産の完熟トマトを、ふんだんに使いじっくりと時間をかけて煮込みました。千屋牛の肉の深い味わいがおいしさをより一層引き立てるコクのあるカレーをお楽しみください。,1,,黒毛和牛の銘牛『千屋牛』と地元名産の完熟桃太郎トマトの深い味わいのカレー,オカヤマ　ワギュウカレー,岡山県,新見市,"小麦, 乳","牛肉, 大豆, 豚肉, りんご",本品製造ラインでは乳成分、小麦、落花生、えび、かに、牛肉、鶏肉、豚肉、ゼラチン、大豆、やまいも、バナナ、もも、ごま、りんご、いか、さけ、さばを含む製品を製造しています。,賞味期限,365,常温,,20,個,2,ケース,要相談,200ｇ,こだわり製法,,3営業日,,46f40ee0-5e7c-43ee-be33-09c0f150b91c,加工食品,レトルト・保存食,レトルトカレー,30数年前の農家さんの声から、もうひとつの挑戦が始まりました。「ブランド和牛肉を使えないかな」「味はいいのに、形が不ぞろいな桃太郎トマトをどうにかしたい」その想いから、ブランド和牛肉×ブランド桃太郎トマトを組み合わせた「心あたたまる山里の味仕立て」の中辛カレーが誕生しました。当時としては珍しい“地元食材を使ったレトルトカレー”。試行錯誤を重ね、三段加熱製法により、和牛の旨みとトマトの甘酸っぱさを絶妙なバランスで引き出しています。「手軽に本格的な味が楽しめる」と好評をいただき、年間販売数は5万個を超えるロングラン商品となりました。ただし、千屋牛の頭数が限られているため、生産は限定数量。だからこそ味わえる、特別な一皿です。,,,,,,,,相談可,,,,手軽な一品として食卓に、家族や大切な方への送りものにおいしくてちょっとイイモノを送りたいときにぴったりです。,,,,（株）哲多すずらん食品加工,info@t-suzuran.com,TRUE,,,
岡山 白桃ピオーネカレー,岡山-白桃ピオーネカレー-1,加工食品,レトルト・保存食,,990,published,果物王国岡山を代表する名産の白桃・ピオーネをベースに、吉備の国育ちの鶏や桃太郎完熟トマト、生マッシュルームなど使用素材は地元産にこだわりじっくりと時間をかけて煮込んだ、ヘルシーで味わい豊かなチキンカレーです。ベースのルーにとけ込んだ白桃のやさしく上品な甘味に、皮付きのピオーネを煮込んだまろやかな旨味がスパイスの辛みとマッチして、素材のコクと深みを生み出します。果物王国岡山ならではの、名産地だからこそできたこだわりの逸品です。,2,,岡山を代表する果実を使ったフルーツカレーです。スパイシーでフルーティカレーをご賞味ください。,オカヤマ　ハクトウピオーネカレー,岡山県,新見市,小麦,"牛肉, 大豆, 鶏肉, 豚肉, もも",本品製造ラインでは乳成分、小麦、落花生、えび、かに、牛肉、鶏肉、豚肉、ゼラチン、大豆、やまいも、バナナ、もも、ごま、りんご、いか、さけ、さばを含む製品を製造しています。,賞味期限,365,常温,,20,個,2,ケース,要相談,200ｇ,国産原料,,3営業日,,46f40ee0-5e7c-43ee-be33-09c0f150b91c,加工食品,レトルト・保存食,レトルトカレー,,,,,,,,,相談可,,他社サイトで販売中,,,,,,（株）哲多すずらん食品加工,info@t-suzuran.com,TRUE,,,
中辛旨口和牛スパイスカレー,中辛旨口和牛スパイスカレー-1,加工食品,レトルト・保存食,,990,published,"岡山和牛カレーの製造販売により、四半世紀にわたり培ってきたノウハウと最新技術を駆使して仕上げたビーフカレーです。
安心の厳選食材とスパイシーなルーと千屋牛肉の旨味が奏でるスパイスカレーをお楽しみください。
また、レンジ対応でＣＯ2削減、水資源の節約可能でＳＤＧｓに貢献しております。",3,,オリジナルのスパイス調合によるスパイシーな風味が肉の旨さを引出すカレーです。,チュウカラウマクチワギュウスパイスカレー,岡山県,新見市,"小麦, 乳","牛肉, 大豆, 豚肉, りんご, ゼラチン",本品製造ラインでは乳成分、小麦、落花生、えび、かに、牛肉、鶏肉、豚肉、ゼラチン、大豆、やまいも、バナナ、もも、ごま、りんご、いか、さけ、さばを含む製品を製造しています。,賞味期限,365,常温,,30,個,2,ケース,要相談,200ｇ,こだわり製法,,3営業日,,46f40ee0-5e7c-43ee-be33-09c0f150b91c,加工食品,レトルト・保存食,レトルトカレー,,"・岡山県のお土産として家族（お子様やお孫様）への贈り物
・ギフト箱による贈答（お中元、お歳暮、通年ギフト、お祝い）",,,,,,,,,,,"・和牛のルーツといわれる「竹の谷蔓」の系統を引き継ぐ希少な”千屋牛”のお肉を50g(精肉)使用。  
・工場長が自信をもって調合したオリジナルスパイスによるスパイシーな風味が肉の旨さを引出したカレーです。
・安全でお手軽にあたためが可能な電子レンジ対応商品です。
・食品添加物を極力控えた食材を使用して調理仕上げました。",,,,（株）哲多すずらん食品加工,info@t-suzuran.com,TRUE,,,
ころころチキンキーマカレー,ころころチキンキーマカレー-1,加工食品,レトルト・保存食,,809,published,"粗挽きした岡山県産親鳥肉をたっぷり使って旨味を引出したスパイシーなキーマカレーです。（中辛）】
・厳選した食材は着色料・香料を使用していません。       
・自家調合したスパイスとハーブで仕立てた工場長自信のスパイスカレーです。    
・ホットサンド、クスクスやナン等など色々なアレンジが楽しめます。",4,,岡山県産親鳥と独自のスパイス調合のキーマカレーです。,コロコロチキンキーマカレー,岡山県,新見市,"小麦, 乳","大豆, バナナ, 豚肉",本品製造ラインでは乳成分、小麦、落花生、えび、かに、牛肉、鶏肉、豚肉、ゼラチン、大豆、やまいも、バナナ、もも、ごま、りんご、いか、さけ、さばを含む製品を製造しています。,賞味期限,730,常温,,30,個,2,ケース,要相談,180ｇ,"国産原料, こだわり製法",,3営業日,,46f40ee0-5e7c-43ee-be33-09c0f150b91c,加工食品,レトルト・保存食,レトルトカレー,,,,,,,,,相談可,,他社サイトで販売中,,,,,,（株）哲多すずらん食品加工,info@t-suzuran.com,TRUE,,,
千屋牛 炭火炙り牛カレー,千屋牛-炭火炙り牛カレー-1,加工食品,レトルト・保存食,,1627,published,黒毛和種銘柄牛発祥の地奥備中新見。この地の和牛牧場で丹精こめ育てた千屋牛の良質の牛肉を炭火で炙り深い味わいを引き出し、地元名産の完熟トマトを使用してじっくりと時間をかけ煮込み、素材の旨味を十分に引き出した山里仕立ての本格創作カレーです。千屋牛肉の一層のコクと旨味を味わえるカレーです。,5,,黒毛和牛『千屋牛』のステーキ部位肉を炭火で丁寧に炙った数量限定のカレーです。,チヤギュウアブリギュウカレー,岡山県,新見市,"小麦, 乳","牛肉, 大豆, 豚肉, りんご",本品製造ラインでは乳成分、小麦、落花生、えび、かに、牛肉、鶏肉、豚肉、ゼラチン、大豆、やまいも、バナナ、もも、ごま、りんご、いか、さけ、さばを含む製品を製造しています。,賞味期限,365,常温,,20,個,2,ケース,対応不可,230ｇ,こだわり製法,2,3営業日,,46f40ee0-5e7c-43ee-be33-09c0f150b91c,加工食品,レトルト・保存食,レトルトカレー,,,,ケース,,,,,,,,,,,,,（株）哲多すずらん食品加工,info@t-suzuran.com,TRUE,,,
グリルチキンスープカレー,グリルチキンスープカレー-1,加工食品,レトルト・保存食,,,published,"香ばしく焼き上げたグリルチキンと、比内地鶏仕込みの濃厚スープ。
スパイスの香りと野菜の彩りを、電子レンジで手軽に楽しめる本格スープカレーです。",6,https://drive.google.com/file/d/1pNbBuFJl9j03Q6usz1iZZZbNG8UZpEb1/view?usp=drive_link;https://drive.google.com/file/d/1X73rximi4EnSh6Id7fbM52hZshb0JuF8/view?usp=drive_link,香ばしく焼き上げたチキンに、比内地鶏仕込みの濃厚スープ。,グリルチキンスープカレー,秋田県,秋田市,,鶏肉,,賞味期限,365,常温,,40,個,1,ケース,対応可能,200ｇ,"グルテンフリー, 砂糖不使用, 着色料不使用, 保存料不使用, 手作り, 新商品",,5～14日,,fd27be64-9a52-4595-b546-b3cc0b6f37db,加工食品,レトルト・保存食,レトルトスープカレー,,,https://drive.google.com/file/d/1dw4uFlh82nbh8T7DTVUvFzmUgoUQ4818/view?usp=drive_link,,,,,,不可,小売用,自社サイトで販売中,,"SoupCurryGaneshの人気メニューを商品化した
「グリルチキンスープカレー」をご提案いたします。

香ばしく焼き上げたチキンと、比内地鶏仕込みの濃厚スープを合わせた、専門店ならではの本格スープカレーです。

電子レンジで手軽に楽しめる満足感があり、ご当地グルメ売場にも展開しやすい商品です。

秋田発のスープカレー専門店が作る、こだわりのスープカレーとして、ぜひお取り扱いをご検討いただけますと幸いです。",,,,Soup Curry Ganesh,ganesh.soupcurry@gmail.com,TRUE,,オープン,
鶏ひき肉とお豆スープカレー,鶏ひき肉とお豆スープカレー-1,加工食品,レトルト・保存食,,,published,"鶏ひき肉の旨みと、お豆のほくほく食感を合わせた、やさしい味わいのスープカレー。
軽やかに食べられるのに満足感があり、日々の食事にも取り入れやすい一皿です。",7,https://drive.google.com/file/d/1Hu1whMzlC-AFCZOBzjZQlEXhJC-7pwzp/view?usp=drive_link;https://drive.google.com/file/d/1-46tZYGXfMUaDnRBs4hOZeHbI4H3gOlt/view?usp=drive_link,ほろっと鶏ひき肉、ほくほくお豆。 やさしい旨みが広がる、からだ想いのスープカレー。,トリヒキニクトオマメスープカレー,秋田県,秋田市,,鶏肉,,賞味期限,365,常温,,40,個,1,ケース,対応可能,200ｇ,"砂糖不使用, 着色料不使用, 保存料不使用, 国産原料, 手作り, 新商品",,5～14日,,fd27be64-9a52-4595-b546-b3cc0b6f37db,加工食品,レトルト・保存食,,,,https://drive.google.com/file/d/1eqaI72cCDoWmmigJL6W6Oq4npMMgr0ZX/view?usp=drive_link,,,,,,,小売用,自社サイトで販売中,,"SoupCurryGaneshより、
「鶏ひき肉とお豆のスープカレー」をご提案いたします。

鶏ひき肉の旨みと、お豆のほくほく食感を合わせた、やさしく食べやすいスープカレーです。

電子レンジで手軽に楽しめるため、忙しい日の食事や、健康感のある惣菜をお探しのお客様にもおすすめしやすい商品です。

日常使いしやすい専門店品質のスープカレーとして、ぜひお取り扱いをご検討いただけますと幸いです。",,,,Soup Curry Ganesh,ganesh.soupcurry@gmail.com,TRUE,,オープン,
チキンボールスープカレー,チキンボールスープカレー-1,加工食品,レトルト・保存食,,,published,"ふんわり食感のチキンボールに、スパイス香るスープを合わせた食べやすいスープカレー。
比内地鶏の旨みがスープに広がり、やさしい味わいながらも満足感のある一皿です。",8,https://drive.google.com/file/d/1tEkytz4LELw6bgxZ3sCCeeAlzK2uZ85t/view?usp=drive_link;https://drive.google.com/file/d/11snF0QwS-XbJKMiC_QGr5NfGUjDgrS_F/view?usp=drive_link,ふんわりチキンボールに、スパイス香る濃厚スープ。 食べやすくて満足できる、やさしいごちそうスープカレー。,チキンボールスープカレー,秋田県,秋田市,,鶏肉,,賞味期限,365,常温,,40,個,1,ケース,対応可能,200ｇ,"砂糖不使用, 着色料不使用, 保存料不使用, 国産原料, 手作り, 新商品",,5～14日,,fd27be64-9a52-4595-b546-b3cc0b6f37db,加工食品,レトルト・保存食,レトルトスープカレー,,,https://drive.google.com/file/d/1ydODO6lROeSc1sUEHAjEXT2dr395Y-EL/view?usp=drive_link,,,,,,,小売用,自社サイトで販売中,,"SoupCurryGaneshより、
「チキンボールスープカレー」をご提案いたします。

ふんわり食感のチキンボールと、スパイス香るスープを合わせた、食べやすく満足感のあるスープカレーです。

お子さまから大人まで楽しみやすく、電子レンジで手軽に専門店の味を楽しめるため、日常使いできる惣菜としておすすめです。

食品売場の新しい一品として、ぜひお取り扱いをご検討いただけますと幸いです。",,,,Soup Curry Ganesh,ganesh.soupcurry@gmail.com,TRUE,,オープン,
しまね合鴨カレープレミアム,しまね合鴨カレープレミアム-1,加工食品,レトルト・保存食,,648,published,"商品説明変更
",9,,島根県産合鴨肉使用「合鴨カレー」第２弾！「しまね合鴨カレー・プレミアム」。 近年、少なくなった合鴨農法で使用していましたが、この合鴨は島根県川本町の｛市原ファーム」で丁寧に飼育された合鴨です。旨味の脂がしっかりとのった合鴨肉を使用し、フルーティーな後にスパイシーさを感じる 絶品ルゥと合わせました。 旨味ののった合鴨肉と絶品ルゥの深い味わいを、ぜひ一度ご賞味下さいませ。,シマネアイガモカレープレミアム,島根県,川本町,,,,,,常温,,30,個,1,ケース,要相談,180ｇ,,,2営業日,,58582f97-2f4a-4bae-8ce8-6f5d4b42da57,加工食品,レトルト・保存食,カレー,,,,,,,,,,小売用,,,,,,,アイ・コーポレーション,ishibashi@icorpo.jp,TRUE,,,
よこすか海軍カレーネイビーブルー(1食),よこすか海軍カレーネイビーブルー-1食-1,加工食品,レトルト・保存食,,600,published,"明治四十一年発行「海軍割烹術参考書」より復刻！
国産牛肉を使って、野菜が溶けるまで煮込んだ高級レストラン風ビーフカレー。",10,https://drive.google.com/drive/folders/1JwlEsVjMmjD0oNEb9DFcd2BaMKBAwYOk?usp=drive_link,高級レストラン風ビーフカレー,ヨコスカカイグンカレーネイビーブルーイッショク,神奈川県,横須賀市,"小麦, 卵, 乳","牛肉, 大豆, バナナ, 豚肉, りんご, ゼラチン",,賞味期限,730,常温,,48,個,2,ケース,対応可能,,国産原料,,3営業日,,c0204dcb-ed2c-4fdb-bad5-2b7ad917d128,加工食品,レトルト・保存食,,,,https://drive.google.com/file/d/1FjO2r-C0KXBuHpaqPlHcZ5C0VEOYCvMw/view?usp=drive_link,,,,,,相談可,,自社サイトで販売中,,海軍カレーの定番商品です,,,,株式会社調味商事,mina-kawasaki@choumi.jp,TRUE,,,
横須賀海自カレー 試験艦あすかカレー,横須賀海自カレー-試験艦あすかカレー-1,加工食品,レトルト・保存食,,600,published,"自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。
『試験艦あすか』カレーはウッドアイランドカレーレストラン様のレシピを参考に開発したコク深く、パンチの効いたポークカレーです。
海上自衛隊で実際に食べられているカレーと同じ味を、ぜひお楽しみください。",11,https://drive.google.com/file/d/1L2Hr6DoOSBHWMumFqrobPZFx_GcXVwoI/view?usp=drive_link,自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。,ヨコスカカイジカレーシケンカンアスカカレー,神奈川県,横須賀市,"小麦, 乳","牛肉, 大豆, 鶏肉, 豚肉, もも, りんご",,賞味期限,730,常温,,40,個,2,ケース,対応可能,,,,3営業日,,c0204dcb-ed2c-4fdb-bad5-2b7ad917d128,加工食品,レトルト・保存食,,,,https://drive.google.com/file/d/1TaHKGRCbhP4nZiw4Pj1Hb6n1beL-tsfZ/view?usp=drive_link,,,,,,相談可,,自社サイトで販売中,,自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。,,,,株式会社調味商事,mina-kawasaki@choumi.jp,TRUE,,,
横須賀海自カレー 潜水艦うずしおチキンカレー,横須賀海自カレー-潜水艦うずしおチキンカレー-1,加工食品,レトルト・保存食,,600,published,"自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。
『潜水艦うずしおチキンカレー』カレーはどぶ板食堂Perry様のレシピを参考に開発した、コクのある深い味わいのチキンカレーです。
海上自衛隊で実際に食べられているカレーと同じ味を、ぜひお楽しみください。",12,https://drive.google.com/file/d/1Ea1Rx9uD9mF77T6R_VQqLfFm0IpPAXTD/view?usp=drive_link,自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。,ヨコスカカイジカレーセンスイカンウズシオチキンカレー,神奈川県,横須賀市,"小麦, 乳","牛肉, 大豆, 鶏肉, 豚肉, りんご",,賞味期限,730,常温,,40,個,2,ケース,対応可能,,,,3営業日,,c0204dcb-ed2c-4fdb-bad5-2b7ad917d128,加工食品,レトルト・保存食,,,,https://drive.google.com/file/d/1ulwiY8TmnVdt47ldO3mUw115KqwbUe-W/view?usp=drive_link,,,,,,,,自社サイトで販売中,,自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。,,,,株式会社調味商事,mina-kawasaki@choumi.jp,TRUE,,,
