id,商品名,slug,カテゴリ,サブカテゴリ,サイズ,価格,ステータス,説明,並び順,画像URL,在庫数,SKU,キャッチコピー,フリガナ,都道府県,市区町村,アレルギー（表示義務）,アレルギー（表示推奨）,アレルギー備考,期限種別,期限日数（日）,保管温度帯,JANコード,ケース入数,ケース入数単位,最小ロット,最小ロット単位,サンプル対応,内容量,商品タグ,対応可能数量（最大）,リードタイム,関連URL,サプライヤーID,大カテゴリ,中カテゴリ,小カテゴリ,商品コンセプト,利用シーン・おすすめ,食品表示画像,最大ロット単位,発注ケースサイズ縦 (cm),発注ケースサイズ横 (cm),発注ケースサイズ高さ (cm),発注ケース重量 (kg),国外輸出可否,販売形態,WEBサイト販売,提供可能時期,バイヤーへのメッセージ,販促ツール,関連商品ID,商品動画URL,販売事業者名,サプライヤーメール,インボイス対応,国名,価格種別,販売単位
c8a6e3f1-828d-4442-8b3c-0391071d8e33,デュアルロールテスト商品,デュアルロールテスト商品-mq0wtdi1ro7f,,,,650,draft,,59,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/c8a6e3f1-828d-4442-8b3c-0391071d8e33/1781192819423-xxzxk9.webp,1,SKU-1780663069082,デュアルロール検証用のテスト商品です,デュアルロールテストショウヒン,岐阜県,,,"牛肉,大豆",,賞味期限,180,常温,="4904000000000",12,,1,,要相談,,"無添加,数量限定,こだわり製法",,,,beaf0c3b-b46f-4d21-beec-58aa51012b86,加工食品,漬物・発酵食品,,,,,,,,,,,,,,,,,,テスト農園,supplier-free@machimogu.com,false,,直接入力,個
acb66ed0-f947-4de3-b42f-e26ffff55879,ほぐし飯の素　鮎,ほぐし飯の素-鮎-mpz7nogdo3ny,,,,1167,draft,,60,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/acb66ed0-f947-4de3-b42f-e26ffff55879/1781192817910-t5ofvc.webp,1,SKU-1780560346765,鮎を丸々1尾使用した贅沢な炊込みご飯の素,ホグシメシノモト　アユ,山梨県,富士川町,小麦,"ごま,大豆",,賞味期限,150,常温,="4560366810591",18,個,2,ケース,対応可能,具＋出汁350ｍｌ,"こだわり製法,職人仕上げ",,5営業日,,4d2fa24f-0982-4e62-922b-faaae1034106,加工食品,レトルト・保存食,炊き込みご飯の素,,お子様のいるご家庭・キャンプ飯,,,30.5,40,16,9,相談可,小売用,自社サイト,通年,ご自宅の炊飯器で簡単に料亭の炊込みご飯が味わえます。,店頭POPをご希望のサイズでご用意致します。,,,割烹立よし株式会社,tsuji@tatuyoshi.jp,false,,直接入力,個
1b231937-dc74-43e6-931a-1d7db37bbc92,ほぐし飯の素　鮎,ほぐし飯の素-鮎-mpz6iahvtk6w,,,,1167,draft,,61,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/1b231937-dc74-43e6-931a-1d7db37bbc92/1781192818599-kw32gd.webp,1,SKU-1780558415780,アユを丸々1本味わえる贅沢な炊込みご飯の素,ホグシメシノモト　アユ,山梨県,富士川町,小麦,"大豆,ごま",,賞味期限,150,常温,="4560366810591",18,個,2,ケース,対応可能,鮎1尾＋出汁350ｍｌ,"職人仕上げ,こだわり製法",,5営業日,,4d2fa24f-0982-4e62-922b-faaae1034106,加工食品,レトルト・保存食,炊き込みご飯の素,,,,,,,,,,,,,,,,,割烹立よし株式会社,tsuji@tatuyoshi.jp,false,,直接入力,個
3b3639c1-3a0e-4b30-a37a-8e0067224cb3,テストテストテスト,テストテストテスト-mpyzu9ilrah2,,,,500,draft,,62,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/3b3639c1-3a0e-4b30-a37a-8e0067224cb3/1781192817248-u5u1s3.webp,1,SKU-1780547217105,テストテストキャッチコピー,テストテストテスト,新潟県,,乳,,,賞味期限,30,常温,="123456789",12,個,1,ケース,要相談,,"無添加,オーガニック,アレルギー配慮,こだわり製法,保存料不使用,着色料不使用,砂糖不使用",,,,739335ee-d36e-4d04-b903-7d418e3baa14,加工食品,菓子,洋菓子,,,,,,,,,,,,,,,,,山田テスト[サプライヤー],ma.web.corder+supplier@gmail.com,false,,直接入力,1個
e59d4299-ff22-477b-9022-b6c95c06fc1c,宮崎産 山ぶどうジュース,宮崎産-山ぶどうジュース-mpsa7vo2pczb,,,,1000,draft,,63,,1,SKU-1780141385234,山深い自然が育てた、贅沢な山ぶどうの恵み,ミヤザキサンヤマブドウジュース,宮崎県,都城市,,,,賞味期限,100,常温,="4912345678901",12,本,1,,対応不可,,"着色料不使用,保存料不使用,国産原料,ヴィーガン対応,無添加",,,,436460ca-84cc-4614-ae65-8ebf7414a23c,飲料・酒類,飲料,,,,,,,,,,,,,,,,[],,テスト農園（リッチ）,kono_jnk@yahoo.co.jp,false,,直接入力,個
c577de3d-587a-4867-90ef-9a3ac7b537bc,郡上味噌 天然醸造,郡上味噌-天然醸造-mprxujpd4knl,,,,980,draft,,64,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/c577de3d-587a-4867-90ef-9a3ac7b537bc/1781569532245-3bmxw8.webp,1,SKU-1780120607809,昔ながらの製法で仕込んだ本格天然醸造味噌,グジョウミソ テンネンジョウゾウ,岐阜県,,,大豆,,賞味期限,365,常温,="4904567890126",12,,1,,要相談,,"無添加,こだわり製法,手作り",,,,436460ca-84cc-4614-ae65-8ebf7414a23c,加工食品,漬物・発酵食品,,,,"[""https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/c577de3d-587a-4867-90ef-9a3ac7b537bc/1781569521324-x2lt8y.webp""]",,,,,,,,,,,,[],,テスト農園（リッチ）,kono_jnk@yahoo.co.jp,false,,直接入力,個
50978578-c54c-4eb1-9ac2-42396fa2c5ef,飛騨高山朴葉みそ,product-1780114339969,,,,980,draft,,65,,1,SKU-1780114339969,飛騨高山の伝統食材。朴葉の上で香ばしく焼いて食べる郷土みそ。,調味料・みそ,岐阜県,,小麦,大豆,,賞味期限,180,冷蔵,="4901234567893",12,,1,,対応不可,,"無添加,こだわり製法,ギフト対応",,,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/38_10_gifu.html,436460ca-84cc-4614-ae65-8ebf7414a23c,加工食品,惣菜・煮物,,,,[],,,,,,,,,,,,[],https://youtu.be/kx-0hErVC_c,テスト農園（リッチ）,kono_jnk@yahoo.co.jp,false,,直接入力,個
cb20afdb-d375-425f-9733-3c9e08943881,テスト,product-1780107062298,,,,1,draft,,66,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/cb20afdb-d375-425f-9733-3c9e08943881/1781192815056-8ozn4g.webp,1,SKU-1780107062298,テスト,テスト,北海道,上川町,,,,賞味期限,1,常温,="1233445565",1,,1,,対応可能,,砂糖不使用,,,,4d98b04b-c852-42c6-a57e-a340c6d87b64,加工食品,パン・ベーカリー,,,,,,,,,,,,,,,,,,テスト,jukichi79724@gmail.com,false,,直接入力,個
df5e8427-e743-4196-9cf8-dfef332e0812,飛騨牛しぐれ煮,product-1779972494943,,,,1800,archived,,67,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/df5e8427-e743-4196-9cf8-dfef332e0812/1781192816250-ig8whw.webp,1,SKU-1779972494943,飛騨の恵みをそのまま食卓へ。ご飯が止まらない絶品しぐれ煮。,ヒダギュウシグレニ,岐阜県,,小麦,牛肉,,賞味期限,365,常温,="4901234567890",12,個,1,ケース,要相談,,"無添加,こだわり製法,職人仕上げ,ギフト対応",,,,beaf0c3b-b46f-4d21-beec-58aa51012b86,加工食品,惣菜・煮物,,,,,,,,,,,,,,,,,,テスト農園,supplier-free@machimogu.com,false,,直接入力,個
22466ea8-4997-448a-ad42-1f10fb5f3d0b,五島列島 あごだし醤油,-,,,,800,archived,,68,https://example.com/a.jpg,100,SKU-1779626440917,九州の万能だし醤油,ゴトウレットウ アゴダシショウユ,長崎県,五島市,"小麦,大豆",,本品製造工場では卵を含む製品を製造しています。,賞味期限,365,常温,4.90123E+12,15,本,1,ケース,対応可能,200ml,"新商品,ギフト対応",,5～14日,https://example.com,b6d4c981-6b2f-40a0-a916-c71e626aaa3b,加工食品,調味料,醤油,,,"[""https://drive.google.com/file/d/xxxxxxxx/view?usp=sharing""]",,,,,,不可,小売用,自社サイトで販売中,,,,"[""a9ba1303-b718-4323-9dd5-7e7e5a557130"",""17e3ac87-73d4-4138-8df2-f8b3cb2a7a57""]",,Sテスト,stest@test.com,false,日本,直接入力,本
a9ba1303-b718-4323-9dd5-7e7e5a557130,テスト３,product-1779294467182,,,,0,archived,,69,data:image/png;base64,1,SKU-1779294467182,テスト２,テスト２,石川県,金沢市,,,,賞味期限,1,常温,4.44444E+17,4,4,4,4,対応不可,,SDGs,,,,b6d4c981-6b2f-40a0-a916-c71e626aaa3b,加工食品,麺,うどん,,,"[""data:image/png;base64"",""iVBORw0KGgoAAAANSUhEUgAAAYgAAADKCAYAAAC/pNf1AAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAEnQAABJ0Ad5mH3gAAALHSURBVHhe7dUxEQAgEMAwwL/nZ+eKg2Ssge6ZmQUAj/MGAFgGAcCPQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUAyCACSQQCQDAKAZBAAJIMAIBkEAMkgAEgGAUC62mUFkLx9PQUAAAAASUVORK5CYII=""]",,,,,,,,,,,,[],,テスト,stest@test.com,false,,オープン,個
17e3ac87-73d4-4138-8df2-f8b3cb2a7a57,テスト,product-1779288476739,,,,0,archived,,70,data:image/png;base64,1,SKU-1779288476740,テスト,テスト,新潟県,南魚沼市,,"アーモンド,ごま,鶏肉",,賞味期限,2,常温,3.33333E+16,3,3,3,3,対応可能,,,,,,b6d4c981-6b2f-40a0-a916-c71e626aaa3b,飲料・酒類,酒類,ワイン・果実酒,,,"[""data:image/png;base64"",""iVBORw0KGgoAAAANSUhEUgAAALIAAABbCAYAAADXwd8iAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAEnQAABJ0Ad5mH3gAAAMWSURBVHhe7d3Ncts2GEbhlwBJUaJoR2k6bRe5/wvrou00iWLTNCn+duNFirFVq5lxwE/nWX7g8iww/AGTZVkWXbm//vhdh8P7cPzDHI9f9MtvH8NxFPpTp/r+q3yaqih2yvONEueUJEl46ZtKCJmQ/4+2bXTqWg1Dr3mawuU3R8iEbIILB8AaETJMIGSYQMgwgZBhAiHDBEKGCYQMEwgZJhAyTCBkmEDIMIGQYQIhwwRChgmEDBMIGSYQMkwgZJhAyBFKkkR8SnkZQo5QkrgovkxeE0KOkPdO4ziEY5xByBHyPtUw9OEYZxByhLIsU39qwzHOIOQIpWmqeZrYXlyAkCOVbwo9Ng/hGC8g5Ejlm1xd22gax3AJzyDkSLnEqSgK1fUxXMIzCDliRbHVNE16bOpwCQFCjly5K9U83KvruItxDiFHzjmnclfq7viJmM8g5BVIs0zVvlJ994VtxgsIeSXSLFNV3ahtG309/s3djAAhr4hzTtW+kksSff70p+7vjjw0ecKvFyL89cJrzMus/tSrP3Vy3ivfbJVludI0k/P+h/+c5q0R8kpD/tY4jhqGQdM0appmLct8de8zE7KBkMEeGUYQMkwgZJhAyDCBkGECIcMEQoYJhAwTCBkmEDJMIGSYQMgwgZBhAiHDBEKGCYQMEwgZJhAyTCBkmEDIMIGQYQIhwwRChgmEDBMIGSZw0pCBk4Y4MouQpZWGzCGG/0bIKwy561p1XadiW2pX7pWmWXjJ1WGPvCLzPKt+qDUvi3768Ktubg9E/ISQV2IcBtX1vbbbUu8OP8unaXjJVSPkFRiHQfVDrer2vXZlFS6DkOM3z7Oax0a3hw8qim24jCeEHLnmsVG5vyHi/0DIEeu6Vt57thOvQMiRmpdZXdepqg7hEp5ByJHqT72KbcndiVci5Ej1p067ch+O8QJCjtA4jnLe87DjAoQcoWEYlG+4S3EJQo7QNI3Ksjwc4wxCjtA0zWwrLkTIEVqWWc77cIwzCDlCy7Jc3fvE34uQYQIhwwRChgmEDBMIGSYQMkwgZJhAyDDhH9YrH5neVcqLAAAAAElFTkSuQmCC""]",,,,,,,,,,,,[],,テスト,stest@test.com,false,,オープン,個
6bd32601-a9b4-4ced-a0e6-cfe58ec6b795,テスト商品（メルマガ機能検証用）,product-1778988980853,,,,1000,archived,,71,,1,SKU-1778988980853,,,,,,,,,,,,,,,,,,,,,,4d98b04b-c852-42c6-a57e-a340c6d87b64,,,,,,,,,,,,,,,,,,,,テスト,jukichi79724@gmail.com,,,,
b7712462-474c-42cd-9802-9ff252a41491,函館カレー甘口,函館カレー甘口-1,レトルト・保存食,,,0,published,,72,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/b7712462-474c-42cd-9802-9ff252a41491/1779022753042-jasad8.jpeg,2,c664ec86-函館カレー甘口-1,,,,,,,,賞味期限,730,,="4938839104384",,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,加工食品,レトルト・保存食,レトルトカレー,,,,,,,,,,,,,,,,,株式会社五島軒,m-kondo@gotoken.hakodate.jp,false,,オープン,
0990cde8-657c-4851-9026-56fae5974569,海鮮カレー,海鮮カレー-1,,,,0,published,,73,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/0990cde8-657c-4851-9026-56fae5974569/1779203734027-19k5pm.jpeg,2,c664ec86-海鮮カレー-1,,,,,,,,賞味期限,730,,="4938839103103",,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,,,,,,,,,,,,,,,,,,,,株式会社五島軒,m-kondo@gotoken.hakodate.jp,false,,オープン,
0bf48fb8-2332-4ddc-ade0-a5e09598545f,あいがけカレー,あいがけカレー-1,,,,0,published,,74,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/0bf48fb8-2332-4ddc-ade0-a5e09598545f/1779203301329-0jsrre.jpeg,2,c664ec86-あいがけカレー-1,,,北海道,,,,,賞味期限,730,,="4938839104162",,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,,,,,,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/contents/products/c664ec86-f3b7-4c94-9485-075b7a691d83/1779203223014-fvllsu.jpeg,,,,,,,,,,,,,,株式会社五島軒,m-kondo@gotoken.hakodate.jp,false,,オープン,
85e166a1-cb35-4c69-ade7-eac83dea2568,ビーフストロガノフ,ビーフストロガノフ-1,,,,0,published,,75,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/85e166a1-cb35-4c69-ade7-eac83dea2568/1778604477410-vxixy6.jpeg,2,c664ec86-ビーフストロガノフ-1,,,,,,,,賞味期限,730,,,,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,,,,,,,,,,,,,,,,,,,,株式会社五島軒,m-kondo@gotoken.hakodate.jp,false,,オープン,
3a56475a-1a78-4767-b7cb-f9b13992a94f,北海道発酵バターカレー,北海道発酵バターカレー-1,,,,0,published,,76,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/3a56475a-1a78-4767-b7cb-f9b13992a94f/1778604600462-rqmnls.jpeg,2,c664ec86-北海道発酵バターカレー-1,,,,,,,,賞味期限,730,,,,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,,,,,,,,,,,,,,,,,,,,株式会社五島軒,m-kondo@gotoken.hakodate.jp,false,,オープン,
eb40a65e-aede-4db2-acde-638e93be54b9,明治のカレー【函館限定】,明治のカレー-函館限定-1,レトルト・保存食,,,0,published,,77,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/eb40a65e-aede-4db2-acde-638e93be54b9/1779025467447-5bqto3.jpeg,2,c664ec86-明治のカレー-函館限定-1,,,,,,,,賞味期限,730,,="4938839104537",,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,,,,,,,,,,,,,,,,,,,,株式会社五島軒,m-kondo@gotoken.hakodate.jp,false,,オープン,
dad3d46d-0314-4334-bcf8-d6f7fa8c3898,大分産椎茸のおがずもろみ,大分産椎茸のおがずもろみ-1,,,,0,published,,78,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/dad3d46d-0314-4334-bcf8-d6f7fa8c3898/1779026390370-lwggfb.JPG,2,c664ec86-大分産椎茸のおがずもろみ-1,,,,,,,,賞味期限,300,常温,="4992280272672",,,,,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,,,,,,,,,,,,,,,,,,,,茂里商店,mori@mori-shouten.co.jp,false,,オープン,
d42422c6-430d-4b3d-b4c5-5c2b1fe0caa4,,北海道ボルシチ-1,,,,0,archived,,79,,1,SKU-1778544682802,,,,,,,,,,常温,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,[],,,,false,,直接入力,
b4966d18-4590-4f53-9e30-5eb8dd25a7a8,しいたけ農家のボロネーゼパスタソース,しいたけ農家のボロネーゼパスタソース-1,,,,0,published,,80,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/b4966d18-4590-4f53-9e30-5eb8dd25a7a8/1779029045579-7t6sqq.jpeg,2,c664ec86-しいたけ農家のボロネーゼパスタソース-1,,,大分県,,,,,賞味期限,540,常温,="4992280273563",30,個,1,ケース,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,加工食品,レトルト・保存食,パスタソース,,,,,,,,,,,,,,,,,茂里商店,mori@mori-shouten.co.jp,false,,オープン,
e8f7f198-b7ff-41db-8e8a-7c83ce3dac58,函館・挽肉カレー,函館・挽肉カレー-1,,,,0,published,,81,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/e8f7f198-b7ff-41db-8e8a-7c83ce3dac58/1779022860506-yr5uoq.jpeg,2,c664ec86-函館・挽肉カレー-1,,,,,,,,賞味期限,730,,="4938839103059",,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,,,,,,,,,,,,,,,,,,,,株式会社五島軒,m-kondo@gotoken.hakodate.jp,false,,オープン,
636589e5-c5ee-4d11-8213-6f35293c97b4,うまみだけおおいた和牛極旨まぜごはんの素,うまみだけおおいた和牛極旨まぜごはんの素-1,,,,0,published,,82,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/636589e5-c5ee-4d11-8213-6f35293c97b4/1778426389749-hif9h9.jpg,2,c664ec86-うまみだけおおいた和牛極旨まぜごはんの素-1,,,,,,,,賞味期限,730,常温,,30,個,1,ケース,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,,,,,,,,,,,,,,,,,,,,茂里商店,mori@mori-shouten.co.jp,false,,オープン,
e58e6ba6-e462-4c67-88e8-058fbc55bc0e,五島軒ビーフカレー,五島軒ビーフカレー-1,レトルト・保存食,,,0,published,,83,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/e58e6ba6-e462-4c67-88e8-058fbc55bc0e/1779203807949-pkbiko.jpeg,2,c664ec86-五島軒ビーフカレー-1,,,北海道,,,,,賞味期限,730,,="4938839100386",,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,加工食品,レトルト・保存食,レトルトカレー,,,,,,,,,,,,,,,,,株式会社五島軒,m-kondo@gotoken.hakodate.jp,false,,オープン,
771b8609-72af-48c8-85de-ab88d255ccd7,,ビーフシチュー-1,,,,0,archived,,84,,1,SKU-1778544644016,,,,,,,,,,常温,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,[],,,,false,,直接入力,
874bd9e5-4a6a-445c-86bd-f2b62714a422,究極の函館カレー,究極の函館カレー-1,レトルト・保存食,,,0,published,,85,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/874bd9e5-4a6a-445c-86bd-f2b62714a422/1779025326675-r0jk1r.jpeg,2,c664ec86-究極の函館カレー-1,,,,,,,,賞味期限,730,,="4938839101475",,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,加工食品,レトルト・保存食,レトルトカレー,,,,,,,,,,,,,,,,,株式会社五島軒,m-kondo@gotoken.hakodate.jp,false,,オープン,
04a58e3e-4b3b-4bfd-8750-f7497d320f6c,,豊後大野-カレー-1,,,,0,archived,,86,,1,SKU-1778544652879,,,,,,,,,,常温,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,[],,,,false,,直接入力,
18e13103-1ba3-46b9-b7d4-91b350386949,おおいた乾しいたけと玉ねぎの無限ソース,おおいた乾しいたけと玉ねぎの無限ソース-1,,,,0,published,,87,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/18e13103-1ba3-46b9-b7d4-91b350386949/1779977599254-wk6s34.png,2,c664ec86-おおいた乾しいたけと玉ねぎの無限ソース-1,,,,,,,,賞味期限,365,常温,,,,,,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,,,,,,,,,,,,,,,,,,,,茂里商店,mori@mori-shouten.co.jp,false,,オープン,
ef9ae436-f3f1-449d-8086-f17c42a27cec,,豊後大野カレー-化粧箱無し-1,,,,0,archived,,88,,1,SKU-1778544649381,,,,,,,,,,常温,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,[],,,,false,,直接入力,
bec36aed-9904-450b-9a72-d68ebcabe6de,函館カレー中辛,函館カレー中辛-1,レトルト・保存食,,,0,published,,89,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/bec36aed-9904-450b-9a72-d68ebcabe6de/1779025079172-c0e0o5.jpeg,2,c664ec86-函館カレー中辛-1,,,,,,,,賞味期限,730,,="4938839104377",,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,加工食品,レトルト・保存食,レトルトカレー,,,,,,,,,,,,,,,,,株式会社五島軒,m-kondo@gotoken.hakodate.jp,false,,オープン,
f980d9e8-a5ae-4a4d-917b-ac51ba0960d2,しいたけかぼすポン酢,しいたけかぼすポン酢-1,,,,0,published,,90,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/f980d9e8-a5ae-4a4d-917b-ac51ba0960d2/1779977655998-yzoyk0.png,2,c664ec86-しいたけかぼすポン酢-1,,,,,,,,賞味期限,365,常温,,,,,,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,,,,,,,,,,,,,,,,,,,,茂里商店,mori@mori-shouten.co.jp,false,,オープン,
f3789dd7-85cf-4524-9480-4ccaa3a4f6bb,福島の柔っこいもつ煮だべした味噌,福島の柔っこいもつ煮だべした味噌-1,加工食品,,,980,published,,91,https://lh3.googleusercontent.com/d/11z2PY33ZXHUJ3kFyFI44uIuAs0wrXZEE=w1600,2,c664ec86-福島の柔っこいもつ煮だべした味噌-1,味噌味の国産柔らかもつ煮,フクシマノヤッコイモツニダベシタ,福島県,福島市,"小麦, 乳","ごま, 大豆, 豚肉, もも, りんご",,賞味期限,365,常温,,24,本,5,ケース,対応可能,150ｇ/個,"こだわり製法, ギフト対応, ふるさと納税返礼品",,7営業日,,9bfc320b-f15e-4c8b-8935-bbd6a5f6eb0e,加工食品,レトルト・保存食,瓶詰（ごはんのお供）,国産豚の白もつだけを使用し、タレには福島県産の果汁を使った特製だれに、名古屋味噌などをブレンドしコクのある、臭みの無い柔らかもつ煮です。,お酒のあてや、ごはんのお供はもちろん、麺類にトッピングしても相性がいいです。,https://drive.google.com/file/d/1zFII23XwEY2jQEUOl5SuUJWz7WYdHX7z/view?usp=drive_link,,28,20.3,35.2,6.55,不可,小売用,他社サイトで販売中,通年,お酒のお供はもちろん、ごはんのかけてもつ煮丼や麺類との相性も良い柔らかもつ煮です。,,,,有限会社まるい,yokota@534-0101.com,TRUE,,,
2418f9c3-ff6b-49f6-8685-d185d4e48168,川俣シャモ トマトカレー,川俣シャモ-トマトカレー-1,加工食品,,,809,published,,92,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/2418f9c3-ff6b-49f6-8685-d185d4e48168/1779377603570-tzfbll.jpeg,2,c664ec86-川俣シャモ-トマトカレー-1,福島県の誇るブランド鶏「川俣シャモ」を使ったレトルトカレーです。,カワマタシャモトマトカレー,福島県,川俣町,"小麦,乳","大豆,鶏肉",,賞味期限,540,常温,="4931743002708",50,個,1,ケース,要相談,200g,,,7営業日,,eb786e39-9cb2-4db7-a3ff-a9c70f29abb7,加工食品,レトルト・保存食,カレー,,,,,33,46,30,12,不可,小売用,自社サイトで販売中,通年,,,,,川俣町農業振興公社,info@kawamata-shamo.com,TRUE,,,
86455c43-e7a9-4cb6-8343-46f13a54021b,福島牛すき焼き味ごはんの素,福島牛すき焼き味ごはんの素-1,加工食品,,,980,published,,93,https://lh3.googleusercontent.com/d/1DCZUlXs0c6QAuMAZSARtw9xHG9_vnEXC=w1600,2,c664ec86-福島牛すき焼き味ごはんの素-1,和牛の美味しさをちょっと贅沢にすき焼き味で,フクシマギュウスキヤキアジゴハンノモト,福島県,福島市,小麦,"牛肉, 大豆",,賞味期限,365,常温,,24,袋,5,ケース,対応可能,190ｇ/P,"ギフト対応, ふるさと納税返礼品",,7営業日,,9bfc320b-f15e-4c8b-8935-bbd6a5f6eb0e,加工食品,レトルト・保存食,炊き込みご飯の素,六次化商品として、福島牛の美味しさをアピール,ギフトやちょっと贅沢な記念日などの炊き込みご飯として,https://drive.google.com/file/d/13J-oWasWhDf0okxx9deDElrBxEFDo7MS/view?usp=drive_link,,28,20.3,35.2,6.2,相談可,小売用,他社サイトで販売中,通年,ご当地食品としてフェアーや総菜売り場など,,,,有限会社まるい,yokota@534-0101.com,TRUE,,,
